"biosphere","id","river","site","weather","other_weather","start_comment","dissolved_oxygen_ppm","dissolved_oxygen_percent","time","nitrate","phosphate","salinity_ppt","salinity_percent","tds","electrical_conductivity","ph","irrigation_suitability","air_temperature","latitude","longitude","altitude_m","location_accuracy_m","datetime","date","flag_ph","flag_do_ppm","flag_do_percent","flag_ec","flag_temp","any_flag"
"Kruger 2 Canyons BR","Klaserie Site 2","Klaserie","Site 2","cloudy","","",NA,NA,"08/05/2024 11:47",NA,NA,NA,NA,NA,51.2,6.62,"pH reading indicates the water is suitable for irrigation",17.2,-24.6044781,30.9729983,681,2.62,2024-08-05 11:47:00,2024-08-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Klaserie Kla001","Klaserie","Kla001","partly_cloudy","","",NA,NA,"08/05/2024 09:44",NA,NA,NA,NA,NA,48.7,6.53,"pH reading indicates the water is suitable for irrigation",167,-24.6073303,30.9577075,699.3,4.633,2024-08-05 09:44:00,2024-08-05,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"Kruger 2 Canyons BR","Klaserie Site 3","Klaserie","Site 3","cloudy","","",NA,NA,"08/05/2024 12:08",NA,NA,NA,NA,NA,51.2,6.79,"pH reading indicates the water is suitable for irrigation",17.2,-24.6043565,30.9753679,675.6,2.52,2024-08-05 12:08:00,2024-08-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Moetladimo Moe001 US","Moetladimo","Moe001 US","light_rain","","",NA,97.19,"08/06/2024 08:10",NA,NA,NA,NA,NA,131.4,7.49,"pH reading indicates the water is suitable for irrigation",18,-24.2663404,30.4493792,619.2,4.825,2024-08-06 08:10:00,2024-08-06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Olifants Oli001 US","Olifants","Oli001 US","cloudy","","",NA,106.87,"08/01/2024 13:42",NA,NA,NA,NA,NA,556,8.6,"pH reading indicates the water is NOT suitable for irrigation",16.5,-24.4240534,30.5557074,528.9,4.8,2024-08-01 13:42:00,2024-08-01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Moetladimo Site 1","Moetladimo","Site 1","cloudy","","",NA,101.42,"08/06/2024 09:47",NA,NA,NA,NA,NA,127.3,7.65,"pH reading indicates the water is suitable for irrigation",17.9,-24.2586673,30.453796,602.8,4.733,2024-08-06 09:47:00,2024-08-06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Klaserie Kla004 DS","Klaserie","Kla004 DS","cloudy","","",NA,NA,"08/05/2024 13:56",NA,NA,NA,NA,NA,54.8,6.58,"pH reading indicates the water is suitable for irrigation",18,-24.5917908,30.9878876,594.2,4.64,2024-08-05 13:56:00,2024-08-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Mohlatsengwana Site 2","Mohlatsengwana","Site 2","sunny","","",84.4,NA,"08/07/2024 09:57",NA,NA,NA,NA,NA,529,NA,"pH reading indicates the water is NOT suitable for irrigation",NA,-24.53953748,30.68920211,853.8606864,4.7,2024-08-07 09:57:00,2024-08-07,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kruger 2 Canyons BR","Treur River Site 1","Treur River","Site 1","sunny","","",NA,121.64,"08/08/2024 08:44",NA,NA,NA,NA,NA,56.3,8.6,"pH reading indicates the water is NOT suitable for irrigation",14.6,-24.67537167,30.81131667,1126.3,3.3,2024-08-08 08:44:00,2024-08-08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Motlamogatsana Site 1","Motlamogatsana","Site 1","sunny","","",5.76,NA,"08/08/2024 11:35",NA,NA,NA,NA,NA,145.1,6.66,"pH reading indicates the water is suitable for irrigation",17.5,-24.6530091,31.0398209,597.5,4.7,2024-08-08 11:35:00,2024-08-08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Treur River Site 2","Treur River","Site 2","sunny","","",NA,110.28,"08/08/2024 10:28",NA,NA,NA,NA,NA,67.5,7.8,"pH reading indicates the water is suitable for irrigation",15.1,-24.68772,30.81292167,1160.8,2,2024-08-08 10:28:00,2024-08-08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Moremela site 1 Moremela site 1","Moremela site 1","Moremela site 1","sunny","","",8.42,95.01,"08/12/2024 09:00",NA,NA,NA,NA,NA,332,8.42,"pH reading indicates the water is suitable for irrigation",16.2,-24.66409167,30.79549,1166.5,4.4,2024-08-12 09:00:00,2024-08-12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Moremela site 2 Moremela site 2","Moremela site 2","Moremela site 2","sunny","","",8.24,99.73,"08/12/2024 10:24",NA,NA,NA,NA,NA,315,8.32,"pH reading indicates the water is suitable for irrigation",16.6,-24.676185,30.803465,1111.4,4.2,2024-08-12 10:24:00,2024-08-12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Klaserie Kla001","Klaserie","Kla001","sunny","","",5.4,NA,"08/12/2024 11:58",NA,NA,NA,NA,NA,69.3,7.77,"pH reading indicates the water is suitable for irrigation",16.6,-24.6071382,30.9578764,711.1,4.8,2024-08-12 11:58:00,2024-08-12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Klaserie Site 1","Klaserie","Site 1","sunny","","",3.66,17.8,"08/12/2024 13:37",NA,NA,NA,NA,NA,74.1,6.39,"pH reading indicates the water is NOT suitable for irrigation",NA,-24.6060883,30.9701533,683.3,4,2024-08-12 13:37:00,2024-08-12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Klaserie Site 2","Klaserie","Site 2","sunny","","",1.73,NA,"08/12/2024 13:44",NA,NA,NA,NA,NA,74.8,6.32,"pH reading indicates the water is NOT suitable for irrigation",18.1,-24.6044258,30.9729339,669.1,3.214,2024-08-12 13:44:00,2024-08-12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Klaserie Site 3","Klaserie","Site 3","sunny","","",NA,NA,"08/12/2024 14:17",NA,NA,NA,NA,NA,NA,NA,"pH reading indicates the water is NOT suitable for irrigation",18.1,-24.6043896,30.9753597,676.5,4.6,2024-08-12 14:17:00,2024-08-12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Klaserie Site 3","Klaserie","Site 3","sunny","","",7.62,NA,"08/12/2024 14:23",NA,NA,NA,NA,NA,75.2,6.3,"pH reading indicates the water is NOT suitable for irrigation",18.1,-24.6043896,30.9753597,676.5,4.6,2024-08-12 14:23:00,2024-08-12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Moetladimo Site 1","Moetladimo","Site 1","partly_cloudy","","",NA,113.12,"08/13/2024 09:44",NA,NA,NA,NA,NA,114.5,8.48,"pH reading indicates the water is suitable for irrigation",20.8,-24.2586254,30.4538332,633.3,4.966,2024-08-13 09:44:00,2024-08-13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Moetladimo Moe001 US","Moetladimo","Moe001 US","cloudy","","",NA,112.92,"08/13/2024 09:48",NA,NA,NA,NA,NA,128.1,7.53,"pH reading indicates the water is suitable for irrigation",18.5,-24.2663018,30.4493477,611.2,4.133,2024-08-13 09:48:00,2024-08-13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Blyde river Blyde river","Blyde river","Blyde river","sunny","","",8.14,16.1,"08/14/2024 07:53",NA,NA,NA,NA,NA,177.5,8.14,"pH reading indicates the water is suitable for irrigation",16.5,-24.68009167,30.80184667,1095,2.4,2024-08-14 07:53:00,2024-08-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Blyde river Blyde river","Blyde river","Blyde river","sunny","","",10.22,123.69,"08/14/2024 08:33",NA,NA,NA,NA,NA,175,8,"pH reading indicates the water is suitable for irrigation",16.3,-24.67898667,30.80246833,1107.4,4.1,2024-08-14 08:33:00,2024-08-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Marakalala Site 1","Marakalala","Site 1","sunny","","",63.5,NA,"08/08/2024 10:50",NA,NA,NA,NA,NA,450,NA,"pH reading indicates the water is NOT suitable for irrigation",16.8,-24.52278229,30.70724087,851.2382191,4.9,2024-08-08 10:50:00,2024-08-08,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kruger 2 Canyons BR","Treur River Site 2","Treur River","Site 2","sunny","","",9.94,120.31,"08/15/2024 07:54",NA,NA,NA,NA,NA,61.2,8.03,"pH reading indicates the water is suitable for irrigation",13.5,-24.68763333,30.81268833,1290.7,3.6,2024-08-15 07:54:00,2024-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Treur River Site 1","Treur River","Site 1","sunny","","",10.14,122.73,"08/15/2024 09:22",NA,NA,NA,NA,NA,67.2,7.8,"pH reading indicates the water is suitable for irrigation",15.8,-24.67532333,30.81157167,1110.2,2.2,2024-08-15 09:22:00,2024-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Olifants Site 1","Olifants","Site 1","sunny","","",NA,105.78,"08/15/2024 10:15",NA,NA,NA,NA,NA,550,8.46,"pH reading indicates the water is suitable for irrigation",18.6,-24.3619758,30.6586221,509.6000061,4.35,2024-08-15 10:15:00,2024-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Moremela site 1 Moremela site 1","Moremela site 1","Moremela site 1","sunny","","",8.63,104.45,"08/19/2024 08:04",NA,NA,NA,NA,NA,341,8.25,"pH reading indicates the water is suitable for irrigation",15.2,-24.664065,30.79566,1134.3,4.5,2024-08-19 08:04:00,2024-08-19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Motlamogatsana Site 3","Motlamogatsana","Site 3","partly_cloudy","","",8.25,NA,"08/15/2024 09:30",NA,NA,NA,NA,NA,137.3,11.62,"pH reading indicates the water is NOT suitable for irrigation",15.7,-24.6540731,31.0441277,590,3.887,2024-08-15 09:30:00,2024-08-15,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"Kruger 2 Canyons BR","Motlamogatsana Site 1","Motlamogatsana","Site 1","sunny","","",4.55,16,"08/15/2024 08:33",NA,NA,NA,NA,NA,140,12.8,"pH reading indicates the water is NOT suitable for irrigation",16,-24.653146,31.0397602,571.1,3.85,2024-08-15 08:33:00,2024-08-15,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"Kruger 2 Canyons BR","Moremela site 2 Moremela site 2","Moremela site 2","Moremela site 2","sunny","","",9.3,112.56,"08/19/2024 10:29",NA,NA,NA,NA,NA,306,8.14,"pH reading indicates the water is suitable for irrigation",16.8,-24.67589167,30.80333333,1146.7,2.6,2024-08-19 10:29:00,2024-08-19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Kubjaname Kub001 US","Kubjaname","Kub001 US","sunny","","",NA,69.82,"08/14/2024 09:30",NA,NA,NA,NA,NA,110.5,7.12,"pH reading indicates the water is suitable for irrigation",17.9,-24.3228199,30.4858219,715.5,4.466,2024-08-14 09:30:00,2024-08-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Moetladimo Moe001 US","Moetladimo","Moe001 US","light_rain","","",NA,119.58,"08/20/2024 09:15",NA,NA,NA,NA,NA,133,7.33,"pH reading indicates the water is suitable for irrigation",18.2,-24.26631,30.4494717,637.4,3.5,2024-08-20 09:15:00,2024-08-20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Olifants Oli001 US","Olifants","Oli001 US","sunny","","",NA,106.63,"08/15/2024 10:16",NA,NA,NA,NA,NA,551,8.46,"pH reading indicates the water is suitable for irrigation",16.5,-24.424075,30.5556984,543.7,3.633,2024-08-15 10:16:00,2024-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Moetladimo Site 1","Moetladimo","Site 1","cloudy","","",NA,NA,"08/20/2024 09:25",NA,NA,NA,NA,NA,122,7.5,"pH reading indicates the water is suitable for irrigation",18.8,-24.2587569,30.4536436,613,4.4,2024-08-20 09:25:00,2024-08-20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Blyde river Blyde river","Blyde river","Blyde river","sunny","","",8.79,106.39,"08/21/2024 08:07",NA,NA,NA,NA,NA,179.9,8.1,"pH reading indicates the water is suitable for irrigation",15.1,-24.680035,30.80186667,1113.3,3.1,2024-08-21 08:07:00,2024-08-21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Blyde river Blyde river","Blyde river","Blyde river","sunny","","",10.2,109,"08/21/2024 08:33",NA,NA,NA,NA,NA,176.5,7.98,"pH reading indicates the water is suitable for irrigation",16.3,-24.67906,30.80249167,1102.3,2.5,2024-08-21 08:33:00,2024-08-21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Mohlatsengwana Site 1","Mohlatsengwana","Site 1","sunny","","",97.6,NA,"08/15/2024 11:06",NA,NA,NA,NA,NA,620,NA,"pH reading indicates the water is NOT suitable for irrigation",17.3,-24.55182431,30.6753781,855.6459656,4.9,2024-08-15 11:06:00,2024-08-15,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kruger 2 Canyons BR","Mohlatsengwana Site 1","Mohlatsengwana","Site 1","sunny","","",97.6,NA,"08/15/2024 11:16",NA,NA,NA,NA,NA,620,NA,"pH reading indicates the water is NOT suitable for irrigation",17.1,-24.55182431,30.6753781,855.6459656,4.9,2024-08-15 11:16:00,2024-08-15,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kruger 2 Canyons BR","Mohlatsengwana Site 2","Mohlatsengwana","Site 2","sunny","","",82.3,NA,"08/15/2024 10:01",NA,NA,NA,NA,NA,518,NA,"pH reading indicates the water is NOT suitable for irrigation",15.2,-24.53957061,30.6892801,850.7693652,4.9,2024-08-15 10:01:00,2024-08-15,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kruger 2 Canyons BR","Mohlatsengwana Site 3","Mohlatsengwana","Site 3","sunny","","",74.4,NA,"08/15/2024 09:17",NA,NA,NA,NA,NA,505,NA,"pH reading indicates the water is NOT suitable for irrigation",13.4,-24.54062542,30.69549963,860.7143044,4.9,2024-08-15 09:17:00,2024-08-15,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kruger 2 Canyons BR","Marakalala Site 2","Marakalala","Site 2","sunny","","",67.3,NA,"08/21/2024 09:41",NA,NA,NA,NA,NA,486,NA,"pH reading indicates the water is NOT suitable for irrigation",17.3,-24.53964504,30.6892121,869.4171509,27.211494,2024-08-21 09:41:00,2024-08-21,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kruger 2 Canyons BR","Treur River Site 2","Treur River","Site 2","sunny","","",9.71,117.52,"08/22/2024 07:32",NA,NA,NA,NA,NA,67.4,8.39,"pH reading indicates the water is suitable for irrigation",14.6,-24.68771667,30.81289833,1151.2,4.9,2024-08-22 07:32:00,2024-08-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Treur River Site 1","Treur River","Site 1","sunny","","",9.01,109.05,"08/22/2024 08:51",NA,NA,NA,NA,NA,67.3,8.72,"pH reading indicates the water is NOT suitable for irrigation",16.3,-24.67527833,30.811515,1109.6,2.4,2024-08-22 08:51:00,2024-08-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Kubjaname Kub001 US","Kubjaname","Kub001 US","sunny","","",NA,NA,"08/22/2024 11:46",NA,NA,NA,NA,NA,115,6.98,"pH reading indicates the water is suitable for irrigation",17.6,-24.3225201,30.4861215,652.1,4.95,2024-08-22 11:46:00,2024-08-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Klaserie Kla001","Klaserie","Kla001","sunny","","",8.1,14.2,"08/19/2024 08:57",NA,NA,NA,NA,NA,72.7,NA,"pH reading indicates the water is NOT suitable for irrigation",14.2,-24.607335,30.9577043,683.5,4.366,2024-08-19 08:57:00,2024-08-19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Klaserie Site 3","Klaserie","Site 3","sunny","","",13.03,16.3,"08/19/2024 11:35",NA,NA,NA,NA,NA,78.2,NA,"pH reading indicates the water is NOT suitable for irrigation",16.3,-24.6043534,30.9754027,642.7,4.6,2024-08-19 11:35:00,2024-08-19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Klaserie Site 2","Klaserie","Site 2","sunny","","",13.02,16.3,"08/19/2024 11:01",NA,NA,NA,NA,NA,74.1,NA,"pH reading indicates the water is NOT suitable for irrigation",16.3,-24.6045495,30.9729573,681.2,4.63,2024-08-19 11:01:00,2024-08-19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Klaserie Site 1","Klaserie","Site 1","sunny","","",12.54,NA,"08/19/2024 10:09",NA,NA,NA,NA,NA,76.5,NA,"pH reading indicates the water is NOT suitable for irrigation",15.5,-24.6059651,30.9702964,673.9,6.4,2024-08-19 10:09:00,2024-08-19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Motlamogatsana Site 1","Motlamogatsana","Site 1","cloudy","","",NA,7.52,"08/22/2024 11:06",NA,NA,NA,NA,NA,143.2,NA,"pH reading indicates the water is NOT suitable for irrigation",16.6,-24.6530677,31.0398839,615.1999512,2.428,2024-08-22 11:06:00,2024-08-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Motlamogatsana Site 3","Motlamogatsana","Site 3","cloudy","","",NA,11.31,"08/22/2024 11:42",NA,NA,NA,NA,NA,141.9,NA,"pH reading indicates the water is NOT suitable for irrigation",16,-24.6540606,31.0441353,595.6,4.65,2024-08-22 11:42:00,2024-08-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Klaserie Kla001","Klaserie","Kla001","sunny","","",13.89,NA,"08/26/2024 11:18",NA,NA,NA,NA,NA,76.6,7.7,"pH reading indicates the water is suitable for irrigation",16.5,-24.6071297,30.9579336,678.8,5,2024-08-26 11:18:00,2024-08-26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Klaserie Site 1","Klaserie","Site 1","sunny","","",13.49,NA,"08/26/2024 12:18",NA,NA,NA,NA,NA,78.4,6.2,"pH reading indicates the water is NOT suitable for irrigation",18,-24.6059479,30.9702538,667.7,4.783,2024-08-26 12:18:00,2024-08-26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Klaserie Site 2","Klaserie","Site 2","sunny","","",13.33,NA,"08/26/2024 12:57",NA,NA,NA,NA,NA,75.8,6.54,"pH reading indicates the water is suitable for irrigation",18.6,-24.6044967,30.973039,672.2,4.25,2024-08-26 12:57:00,2024-08-26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Klaserie Site 3","Klaserie","Site 3","sunny","","",13.33,NA,"08/26/2024 13:30",NA,NA,NA,NA,NA,75.9,6.3,"pH reading indicates the water is NOT suitable for irrigation",18.6,-24.6043249,30.9753672,667.2,1.866,2024-08-26 13:30:00,2024-08-26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Moetladimo Moe001 US","Moetladimo","Moe001 US","sunny","","",NA,NA,"08/27/2024 08:31",NA,NA,NA,NA,NA,130.3,7.37,"pH reading indicates the water is suitable for irrigation",18.1,-24.2663521,30.4493279,615,4.82,2024-08-27 08:31:00,2024-08-27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Moetladimo Site 1","Moetladimo","Site 1","sunny","","",NA,NA,"08/27/2024 09:30",NA,NA,NA,NA,NA,122.4,7.65,"pH reading indicates the water is suitable for irrigation",21.7,-24.2586809,30.453802,612.7000122,3.65,2024-08-27 09:30:00,2024-08-27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Blyde river Blyde river","Blyde river","Blyde river","sunny","","",6.5,78.67,"08/28/2024 08:19",NA,NA,NA,NA,NA,179.3,8.25,"pH reading indicates the water is suitable for irrigation",16.2,-24.68007,30.80189667,1115.4,3.6,2024-08-28 08:19:00,2024-08-28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Blyde river Blyde river","Blyde river","Blyde river","sunny","","",8.32,100.7,"08/28/2024 08:53",NA,NA,NA,NA,NA,175.6,8.06,"pH reading indicates the water is suitable for irrigation",16.4,-24.67909667,30.80247833,1057.8,3.9,2024-08-28 08:53:00,2024-08-28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Mohlatsengwana Site 2","Mohlatsengwana","Site 2","sunny","","",105,NA,"08/28/2024 09:46",NA,NA,NA,NA,NA,473,NA,"pH reading indicates the water is NOT suitable for irrigation",18.1,-24.53955277,30.6892021,853.020428,4.9,2024-08-28 09:46:00,2024-08-28,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kruger 2 Canyons BR","Treur River Site 1","Treur River","Site 1","cloudy","","",7.22,87.38,"08/29/2024 09:45",NA,NA,NA,NA,NA,7.98,7.98,"pH reading indicates the water is suitable for irrigation",17.87,-24.67528333,30.81164167,1105.7,3.9,2024-08-29 09:45:00,2024-08-29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Treur River Site 2","Treur River","Site 2","light_rain","","",7.52,91.02,"08/29/2024 08:19",NA,NA,NA,NA,NA,67.4,7.77,"pH reading indicates the water is suitable for irrigation",18.4,-24.68768167,30.81296333,1129.5,4.6,2024-08-29 08:19:00,2024-08-29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Motlamogatsana Site 1","Motlamogatsana","Site 1","light_rain","","",13.12,NA,"08/29/2024 12:29",NA,NA,NA,NA,NA,144.9,10.91,"pH reading indicates the water is NOT suitable for irrigation",18.7,-24.6531182,31.0398667,615.3999634,4.96,2024-08-29 12:29:00,2024-08-29,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"Kruger 2 Canyons BR","Motlamogatsana Site 3","Motlamogatsana","Site 3","light_rain","","",14.32,NA,"08/29/2024 12:54",NA,NA,NA,NA,NA,147.8,10.61,"pH reading indicates the water is NOT suitable for irrigation",18.4,-24.6540709,31.0441075,589.7,4.1,2024-08-29 12:54:00,2024-08-29,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"Marico BR","Riverstill Farm Riverstill Farm","Riverstill Farm","Riverstill Farm","sunny","","The river is categorized as Rocky",7.08,66.2,"08/30/2024 15:40",NA,NA,NA,NA,NA,259,8.62,"pH reading indicates the water is NOT suitable for irrigation",17.7,-25.6415491,26.4318377,1159.4,4.06,2024-08-30 15:40:00,2024-08-30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Marico BR","Groot Marico River Evergreen river site","Groot Marico River","Evergreen river site","sunny","","",21.4,77,"08/30/2024 15:24",NA,NA,NA,NA,NA,279,7.6,"pH reading indicates the water is suitable for irrigation",14.4,-25.6595281,26.4393291,0,39.6,2024-08-30 15:24:00,2024-08-30,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kruger 2 Canyons BR","Moremela site 1 Moremela site 1","Moremela site 1","Moremela site 1","sunny","","",7.13,86.3,"09/02/2024 08:12",NA,NA,NA,NA,NA,344,8.29,"pH reading indicates the water is suitable for irrigation",14.7,-24.6641,30.79556167,1167.5,1.9,2024-09-02 08:12:00,2024-09-02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Moremela site 2 Moremela site 2","Moremela site 2","Moremela site 2","sunny","","",8.45,102.27,"09/02/2024 09:35",NA,NA,NA,NA,NA,313,8.26,"pH reading indicates the water is suitable for irrigation",16.2,-24.676135,30.80344333,1124.4,3.4,2024-09-02 09:35:00,2024-09-02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Klaserie Kla001","Klaserie","Kla001","sunny","","",13.72,NA,"09/02/2024 12:22",NA,NA,NA,NA,NA,69.5,11.51,"pH reading indicates the water is NOT suitable for irrigation",17.1,-24.6072026,30.9578854,688.7,4.866,2024-09-02 12:22:00,2024-09-02,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"Kruger 2 Canyons BR","Klaserie Site 1","Klaserie","Site 1","sunny","","",14.04,NA,"09/02/2024 13:13",NA,NA,NA,NA,NA,74.1,10.29,"pH reading indicates the water is NOT suitable for irrigation",18.1,-24.6058566,30.9702984,683.2,4.55,2024-09-02 13:13:00,2024-09-02,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"Kruger 2 Canyons BR","Olifants Oli001 US","Olifants","Oli001 US","cloudy","","",NA,NA,"09/01/2024 20:54",NA,NA,NA,NA,NA,557,8.12,"pH reading indicates the water is suitable for irrigation",20.1,-24.4240399,30.5556545,524.7,4.75,2024-09-01 20:54:00,2024-09-01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Kubjaname Kub001 US","Kubjaname","Kub001 US","sunny","","",NA,NA,"09/01/2024 20:54",NA,NA,NA,NA,NA,115.4,6.98,"pH reading indicates the water is suitable for irrigation",18.9,-24.3226396,30.4858184,700.5,4.866,2024-09-01 20:54:00,2024-09-01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Moetladimo Moe001 US","Moetladimo","Moe001 US","cloudy","","",NA,NA,"09/03/2024 08:28",NA,NA,NA,NA,NA,125,6.94,"pH reading indicates the water is suitable for irrigation",16.9,-24.2663326,30.4494112,622.4,4.9,2024-09-03 08:28:00,2024-09-03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Blyde river Blyde river","Blyde river","Blyde river","sunny","","",8.28,100.21,"09/04/2024 08:27",NA,NA,NA,NA,NA,155.7,8.3,"pH reading indicates the water is suitable for irrigation",16.1,-24.679825,30.80185833,1087.3,4.1,2024-09-04 08:27:00,2024-09-04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Blyde river Blyde river","Blyde river","Blyde river","sunny","","",9.97,120.67,"09/04/2024 09:09",NA,NA,NA,NA,NA,154.8,7.94,"pH reading indicates the water is suitable for irrigation",15.2,-24.679015,30.802445,1099.5,2.7,2024-09-04 09:09:00,2024-09-04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Olifants Oli001 US","Olifants","Oli001 US","sunny","","",NA,NA,"09/05/2024 07:51",NA,NA,NA,NA,NA,555,8.3,"pH reading indicates the water is suitable for irrigation",19,-24.4240892,30.5557171,525.6,4.6,2024-09-05 07:51:00,2024-09-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
